53	Abdominal retroperitoneal lymphangioma
53	Abdominal cystic lymphangioma
53	Retroperitoneal cystic lymphangioma
54	Abdominal Injuries
54	Injury, Abdominal
54	Abdominal Injury
54	Injuries, Abdominal
55	Abdominal Neoplasms
55	Abdominal Neoplasm
55	Neoplasm, Abdominal
55	Neoplasms, Abdominal
56	ABDOMINAL OBESITY-METABOLIC SYNDROME
56	AOMS1
56	METABOLIC SYNDROME, PROTECTION AGAINST, INCLUDED
56	METABOLIC SYNDROME X ABDOMINAL OBESITY-METABOLIC SYNDROME QUANTITATIVE TRAIT LOCUS 1, INCLUDED
56	Abdominal obesity metabolic syndrome
57	Abdominal Pain
57	Pain, Abdominal
57	Abdominal Pains
57	Pains, Abdominal
58	6th Nerve Palsy
58	Abducens Nerve Disease
58	Abducens Nerve Palsies
58	Abducens Nerve Palsy
58	Abducens Palsy, Childhood, Benign Recurrent
58	Benign Recurrent Abducens Palsy of Childhood
58	Cranial Nerve VI Diseases
58	Cranial Nerve VI Palsy
58	Lateral Rectus Palsies
58	Nerve Palsies, 6th
58	VIth Cranial Nerve Diseases
58	Nerve Palsies, VI
58	Nerve Palsy, 6th
58	Nerve Palsy, VI
58	Palsies, 6th Nerve
58	Palsies, Abducens Nerve
58	Palsies, Lateral Rectus
58	Palsies, Sixth Nerve
58	Palsies, VI Nerve
58	Palsy, 6th Nerve
58	Palsy, Abducens Nerve
58	Palsy, Lateral Rectus
58	Palsy, Sixth Nerve
58	Palsy, VI Nerve
58	Sixth Cranial Nerve Diseases
58	Sixth Cranial Nerve Disorders
58	Sixth Cranial Nerve Palsy
58	Sixth Nerve Palsies
58	Sixth Nerve Palsy
58	VI Nerve Palsy
58	Lateral Rectus Palsy
58	6th Nerve Palsies
58	Benign Recurrent Abducens Palsy, Children
58	Abducens Nerve Diseases
59	Traumatic Abducens Neuropathy
59	Nerve Trauma, Abducens
59	Nerve Traumas, Abducens
59	Sixth Cranial Nerve Injuries
59	Sixth Cranial Nerve Injury
59	Sixth-Nerve Palsies, Traumatic
59	Sixth Nerve Palsy, Traumatic
59	Sixth-Nerve Palsy, Traumatic
59	Sixth Nerve Trauma
59	Sixth-Nerve Trauma
59	Sixth-Nerve Traumas
59	Trauma, Abducens Nerve
59	Traumas, Abducens Nerve
59	Trauma, Sixth-Nerve
59	Traumas, Sixth-Nerve
59	Traumatic Abducens Neuropathies
59	Traumatic Sixth-Nerve Palsies
59	Traumatic Sixth Nerve Palsy
59	Traumatic Sixth-Nerve Palsy
59	Nerve Injury, Abducens
59	Nerve Injuries, Abducens
59	Injury, Sixth Cranial Nerve
59	Injury, Abducens Nerve
59	Injuries, Abducens Nerve
59	Cranial Nerve VI Injury
59	Abducens Neuropathy, Traumatic
59	Abducens Neuropathies, Traumatic
59	Abducens Nerve Traumas
59	Abducens Nerve Trauma
59	Abducens Nerve Injuries
59	Abducens Nerve Injury
59	Injury, Cranial Nerve VI
60	Foci, Aberrant Crypt
60	Aberrant Crypt Foci
60	Crypt Foci, Aberrant
61	Aberrant right subclavian artery
61	Aberrant left subclavian artery
61	Aberrant subclavian artery
62	Bassen Kornzweig Disease
62	Bassen-Kornzweig Disease
62	Bassen Kornzweig Syndrome
62	ACANTHOCYTOSIS
62	Bassen-Kornzweig Syndrome
62	Betalipoprotein Deficiency Disease
62	MTP DEFICIENCY
62	APOLIPOPROTEIN B DEFICIENCY
62	ABL
62	Microsomal Triglyceride Transfer Protein Deficiency
62	Abetalipoproteinemia
62	Microsomal Triglyceride Transfer Protein Deficiency Disease
63	Abetalipoproteinemia neuropathy
63	nan
64	Mental retardation X-linked, Abidi type
64	MENTAL RETARDATION, X-LINKED, SYNDROMIC, ABIDI TYPE
64	Short stature, small head circumference, sloping forehead, hearing loss, cupped ears and small testes
64	MRXSAB
64	Abidi X-linked mental retardation syndrome
65	Ablepharon macrostomia syndrome
65	nan
66	Abnormal fusion of dental cementum with alveolar bone
66	Molar I reinclusion
66	Secondary retention of permanent molars
67	Drug Induced Abnormalities
67	Abnormalities, Drug-Induced
67	Drug-Induced Abnormality
67	Drug-Induced Abnormalities
67	Abnormality, Drug-Induced
67	Abnormalities, Drug Induced
68	Abnormalities, Multiple
68	Multiple Abnormalities
69	Abnormalities, Radiation-Induced
69	Abnormalities, Radiation Induced
69	Abnormality, Radiation-Induced
69	Radiation Induced Abnormalities
69	Radiation-Induced Abnormalities
69	Radiation-Induced Abnormality
70	Abnormality, Severe Teratoid
70	Severe Teratoid Abnormalities
70	Severe Teratoid Abnormality
70	Abnormalities, Severe Teratoid
70	Teratoid Abnormality, Severe
70	Teratoid Abnormalities, Severe
71	Abnormal Karyotype
71	Abnormal Karyotypes
71	Karyotype, Abnormal
71	Karyotypes, Abnormal
72	Recurrent Miscarriages
72	Recurrent Miscarriage
72	Recurrent Abortions
72	Recurrent Abortion
72	Miscarriages, Recurrent
72	Abortion, Habitual
72	Habitual Abortions
72	Habitual Abortion
72	Abortions, Recurrent
72	Abortions, Habitual
72	Abortion, Recurrent
72	Miscarriage, Recurrent
73	Abortions, Incomplete
73	Incomplete Abortion
73	Incomplete Abortions
73	Abortion, Incomplete
74	Abortion, Missed
74	Missed Abortion
74	Missed Abortions
74	Abortions, Missed
75	Septic Abortion
75	Septic Abortions
75	Abortion, Septic
75	Abortions, Septic
76	Abortion, Spontaneous
76	Tubal Abortions
76	Tubal Abortion
76	Spontaneous Abortions
76	Miscarriages
76	Miscarriage
76	Abortion, Tubal
76	Abortions, Tubal
76	Spontaneous Abortion
76	Abortions, Spontaneous
77	Abortion, Threatened
77	Threatened Abortions
77	Abortions, Threatened
77	Threatened Abortion
78	Abortion, Veterinary
78	Abortions, Veterinary
78	Veterinary Abortion
78	Veterinary Abortions
79	Abrikosoff's granulous cell tumor
79	Abrikosov's tumor
79	Abrikosoff's tumor
79	Malignant variant of Abrikosov's tumor
79	Giant granulo-cellular Abrikosov's tumor
80	Abruptio Placentae
80	Placental Abruptions
80	Placental Abruption
80	Abruptions, Placental
80	Abruption, Placental
81	CHARGE like syndrome, X linked
81	Abruzzo Erickson syndrome
82	Abscesses
82	Abscess
83	nan
83	Absence of septum pellucidum
84	Absence of Tibia
84	Tibial hemimelia
84	Tibia, absence of
84	THM
84	Bilateral absence of the tibia
85	Absence of tibia with polydactyly
85	Polydactyly with absent tibia
86	Athelia
86	Absent breasts and nipples
86	Complete absence of breasts
87	Vici syndrome
87	Absent corpus callosum cataract immunodeficiency
88	Absent accessory pancreatic duct of Santorini
88	Absent duct of Santorini
89	Patella aplasia-hypoplasia
89	Familial aplasia of the patella
89	Familial absence of the patella
89	PTLAH
89	Absent patella
90	TAR
90	Absent radii and thrombocytopenia
90	THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME
90	Thrombocytopenia absent radius syndrome
90	CHROMOSOME 1q21.1 DELETION SYNDROME, 200-KB
90	TAR SYNDROME
91	Child abuse dwarfism
91	Psychosocial dwarfism
91	Abuse dwarfism syndrome
92	Acalculous Cholecystitis
92	Acalculous Gallbladder Inflammation
92	Cholecystitis, Acalculous
92	Gallbladder Inflammation, Acalculous
93	Acalvaria
93	nan
94	Acanthamoeba Keratitis
94	Acanthamoeba Keratitides
94	Keratitides, Acanthamoeba
94	Keratitis, Acanthamoeba
95	Acantholysis
95	Acantholyses
96	Acanthomas, Pilar Sheath
96	Clear Cell Acanthoma
96	Acanthoma
96	Pilar Sheath Acanthoma
96	Degos Acanthoma
96	Clear Cell Acanthomas
96	Pilar Sheath Acanthomas
96	Acanthoma, Clear Cell
96	Acanthoma, Degos
96	Acanthoma, Pilar Sheath
96	Acanthomas
96	Acanthomas, Clear Cell
97	nan
97	Acanthosis Nigricans
98	nan
98	Acanthosis nigricans muscle cramps acral enlargement
99	Japanese Type, Acatalasemia
99	Takaharas Disease
99	Takahara's Disease
99	Takahara Disease
99	Swiss Type, Acatalasemia
99	Hypocatalasia
99	Disease, Takahara
99	Disease, Takahara's
99	Deficiency, Catalase
99	Acatalasia
99	Acatalasemia
99	Deficiencies, Catalase
99	Catalase Deficiency
99	Catalase Deficiencies
99	Acatalasemia Japanese Type
99	Hypocatalasemia
99	Acatalasemia Swiss Type
100	Idioventricular Rhythms, Accelerated
100	Slow Ventricular Tachycardia
100	AIVR
100	Accelerated Idioventricular Rhythms
100	Ventricular Tachycardias, Slow
100	Ventricular Tachycardia, Slow
100	Idioventricular Rhythm, Accelerated
100	Accelerated Idioventricular Rhythm
100	Slow Ventricular Tachycardias
101	Fasciculoventricular Accessory Pathways
101	Pathways, Fasciculoventricular Accessory
101	Pathways, Nodoventricular
101	Pathways, Nodoventricular Accessory
101	Tract, Atriohisian
101	Tract, Atrio-Hisian Bypass
101	Tracts, Atriohisian
101	Tracts, Atrio-Hisian Bypass
101	Fiber, Atriohisian
101	Fasciculoventricular Pathways
101	Fasciculoventricular Pathway
101	Nodoventricular Accessory Pathways
101	Fasciculoventricular Accessory Pathway
101	Conducting Pathways, Accessory
101	Conducting Pathway, Accessory
101	Concealed Accessory Pathways
101	Pathways, Fasciculoventricular
101	Concealed Accessory Pathway
101	Pathways, Concealed Accessory
101	Pathways, Accessory Atrioventricular
101	Nodoventricular Accessory Pathway
101	Mahaim Fibers
101	Kent Bundle
101	James Fibers
101	Fibers, Mahaim
101	Fibers, James
101	Fibers, Atriohisian
101	Nodoventricular Pathways
101	Pathway, Accessory Atrioventricular
101	Pathway, Accessory Conducting
101	Pathway, Concealed Accessory
101	Pathway, Fasciculoventricular
101	Pathway, Fasciculoventricular Accessory
101	Pathway, Nodoventricular
101	Pathway, Nodoventricular Accessory
101	Pathways, Accessory Conducting
101	Bypass Tracts, Atrio-Hisian
101	Nodoventricular Pathway
101	Bundles, Accessory Atrioventricular
101	Bypass Tract, Atrio-Hisian
101	Atrio-Hisian Bypass Tract
101	Atrio Hisian Bypass Tract
101	Accessory Pathways, Nodoventricular
101	Accessory Pathways, Fasciculoventricular
101	Accessory Pathways, Concealed
101	Accessory Pathway, Nodoventricular
101	Accessory Pathway, Fasciculoventricular
101	Accessory Pathway, Concealed
101	Accessory Conducting Pathways
101	Accessory Conducting Pathway
101	Accessory Atrioventricular Pathways
101	Accessory Atrioventricular Pathway
101	Accessory Atrioventricular Bundles
101	Accessory Atrioventricular Bundle
101	Atriohisian Fiber
101	Atriohisian Fibers
101	Atrio-Hisian Bypass Tracts
101	Atrioventricular Bundles, Accessory
101	Bundle of Kent
101	Bundle, Kent
101	Bundle, Accessory Atrioventricular
101	Atrioventricular Pathways, Accessory
101	Atrioventricular Pathway, Accessory
101	Atrioventricular Bundle, Accessory
101	Atriohisian Tracts
101	Atriohisian Tract
102	Peroneal nerve, accessory deep
102	Accessory deep peroneal nerve
103	Accessory navicular bone
103	nan
104	Spinal Accessory Nerve Diseases
104	Accessory Nerve Diseases
104	Accessory Nerve Disease
104	Cranial Nerve Eleven Diseases
104	Cranial Nerve Eleven Disorders
104	Cranial Nerve XI Diseases
104	Eleventh Cranial Nerve Disease
105	Traumatic Eleventh-Nerve Palsies
105	Traumatic Accessory Neuropathy
105	Accessory Nerve Avulsions
105	Traumatic Accessory Neuropathies
105	Accessory Nerve Trauma
105	Accessory Nerve Transections
105	Accessory Nerve Transection
105	Traumatic Eleventh-Nerve Palsy
105	Accessory Nerve Injury
105	Accessory Nerve Contusions
105	Accessory Nerve Avulsion
105	Accessory Nerve Contusion
105	Traumatic Eleventh Nerve Palsy
105	Transection, Accessory Nerve
105	Traumas, Accessory Nerve
105	Nerve Avulsion, Accessory
105	Injury, Eleventh Cranial Nerve
105	Injury, Cranial Nerve XI
105	Injury, Accessory Nerve
105	Injuries, Accessory Nerve
105	Eleventh-Nerve Traumas
105	Eleventh-Nerve Trauma
105	Eleventh Nerve Trauma
105	Nerve Avulsions, Accessory
105	Eleventh-Nerve Palsy, Traumatic
105	Eleventh-Nerve Palsies, Traumatic
105	Eleventh Cranial Nerve Injury
105	Eleventh Cranial Nerve Injuries
105	Cranial Nerve XI Injury
105	Contusions, Accessory Nerve
105	Contusion, Accessory Nerve
105	Avulsions, Accessory Nerve
105	Avulsion, Accessory Nerve
105	Eleventh Nerve Palsy, Traumatic
105	Traumas, Eleventh-Nerve
105	Nerve Contusion, Accessory
105	Nerve Injuries, Accessory
105	Trauma, Eleventh-Nerve
105	Trauma, Accessory Nerve
105	Transections, Accessory Nerve
105	Accessory Nerve Traumas
105	Spinal Accessory Neuropathy, Traumatic
105	Spinal Accessory Nerve Trauma
105	Spinal Accessory Nerve Transection
105	Spinal Accessory Nerve Injury
105	Nerve Contusions, Accessory
105	Spinal Accessory Nerve Contusion
105	Palsy, Traumatic Eleventh-Nerve
105	Palsies, Traumatic Eleventh-Nerve
105	Neuropathies, Traumatic Accessory
105	Nerve Traumas, Accessory
105	Nerve Trauma, Accessory
105	Nerve Transections, Accessory
105	Nerve Transection, Accessory
105	Nerve Injury, Accessory
105	Spinal Accessory Nerve Avulsion
105	Neuropathy, Traumatic Accessory
105	Accessory Neuropathies, Traumatic
105	Accessory Neuropathy, Traumatic
105	Accessory Nerve Injuries
106	Accessory pancreas
106	nan
107	Isotretinoin embryopathy
107	Accutane embryopathy
107	Accutane-exposed pregnancies
107	Isotretinoin (RoAccutane) embryopathy
108	HIP DYSPLASIA, CONGENITAL, NONSYNDROMIC, INCLUDED
108	ACETABULAR DYSPLASIA
108	HIP, DISLOCATION OF, CONGENITAL, INCLUDED
108	DISLOCATION OF HIP, CONGENITAL, INCLUDED
108	CDH, INCLUDED
108	CONGENITAL DYSPLASIA OF THE HIP, INCLUDED
108	DEVELOPMENTAL DYSPLASIA OF HIP, INCLUDED
109	nan
109	Acetylcarnitine deficiency
110	TRIPLE-A SYNDROME
110	Glucocorticoid deficiency and achalasia
110	Triple A syndrome
110	Allgrove syndrome
110	AAAS
110	Hypoadrenalism with achalasia
110	ACTH resistant adrenal insufficiency, achalasia and alacrima
110	ACTH-RESISTANT ADRENAL INSUFFICIENCY, ACHALASIA AND ALACRIMA ACHALASIA-ALACRIMA SYNDROME, INCLUDED
110	Addisonian achalasia syndrome
110	ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME
110	ADDISONIAN-ACHALASIA SYNDROME
110	Alacrima-Achalasia-Addisonianism
110	Alacrima-achalasia-adrenal insufficiency neurologic disorder
110	Achalasia Addisonianism Alacrimia syndrome
111	Achalasia alacrimia syndrome
111	Infantile achalasia with alacrima
112	Familial esophageal achalasia
112	Achalasia, familial esophageal
113	Achalasia microcephaly syndrome
113	Achalasia microcephaly
114	Dysostoses and increased ligament laxity
114	Achard syndrome
114	Arachnodactyly, receding lower jaw, and joint laxity limited to the hands and feet
115	Bearded female with diabetes
115	Diabetes in bearded women
115	Adenoma associated virilism of older women
115	Diabetic-bearded woman syndrome
115	Achard-Thiers syndrome
116	Acheiropodia
116	Brazilian type acheiropody
116	ACHP
116	ACHEIROPODIA
116	Acheiropody
116	Acheiropody, Brazilian type
117	Achlorhydria
117	Hypochlorhydria
117	Achylia Gastrica
118	Houston-Harris achondrogenesis
118	ACHONDROGENESIS, TYPE IA
118	Achondrogenesis, Houston-Harris type
118	ACG1A
118	Achondrogenesis type 1A
119	Fraccaro achondrogenesis
119	Achondrogenesis type 1B
119	ACG1B
119	Achondrogenesis, Fraccaro type
119	ACHONDROGENESIS, TYPE IB
120	Langer-Saldino achondrogenesis
120	Chondrogenesis imperfecta
120	ACHONDROGENESIS, TYPE II
120	Achondrogenesis type 2
120	ACG2
120	Achondrogenesis, Langer-Saldino type
120	ACHONDROGENESIS, TYPE IB, FORMERLY HYPOCHONDROGENESIS, INCLUDED
121	Type 3 Achondrogenesis
121	Achondrogenesis, type 3
122	Achondrogenesis, type 4
122	Type 4 Achondrogenesis
123	Achondroplasia
123	nan
124	Achondroplasia and Swiss type agammaglobulinemia
124	Agammaglobulinaemia and achondroplasia
125	nan
125	Achondroplastic dwarfism
126	Rod monochromacy
126	Rod monochromatism
126	Achromatopsia 1
127	RMCH2
127	COLORBLINDNESS, TOTAL
127	ACHM2
127	Total color blindness
127	Achromatopsia 2
127	Rod monochromatism 2
127	Rod monochromacy 2
128	Achromatopsia 3
128	ACHM1, FORMERLY
128	ACHM3
128	ACHM 3
128	Achromatopsia with myopia
128	Pingelapese
128	PINGELAPESE BLINDNESS
128	RMCH1, FORMERLY
128	ROD MONOCHROMACY 1, FORMERLY
128	ROD MONOCHROMATISM 1, FORMERLY
128	Total colorblindness with myopia
129	Incomplete achromatopsia , X-linked
129	X-linked achromatopsia, incomplete
129	Achromatopsia incomplete, X-linked
130	Acid-Base Imbalance
130	Acid Base Imbalance
130	Acid-Base Imbalances
130	Imbalance, Acid-Base
130	Imbalances, Acid-Base
131	Acidemia, isovaleric
131	Isovaleric acid CoA dehydrogenase deficiency
131	Isovaleric acidemia
131	Isovaleryl CoA carboxylase deficiency
131	IVA
131	IVD DEFICIENCY
132	Acidemia propionic
132	nan
133	Metabolic Acidosis
133	Acidoses
133	Metabolic Acidoses
133	Acidosis, Metabolic
133	Acidoses, Metabolic
133	Acidosis
134	Acidosis, Lactic
134	Lactic Acidosis
135	Proximal Renal Tubular Acidosis
